fighter_1,fighter_2,fighter_1_kd,fighter_2_kd,fighter_1_sig_str,fighter_2_sig_str,fighter_1_td,fighter_2_td,fighter_1_sub,fighter_2_sub,result,winner,weight_class,method,rounds,time,location
Gabriella Fernandes,Julija Stoliarenko,0,0,59,61,0,0,0,0,win,Gabriella Fernandes,Women's Flyweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Eric McConico,Cody Brundage,0,0,26,31,0,3,0,0,win,Eric McConico,Light Heavyweight,S-DEC,3,5:00,"Las Vegas, Nevada, USA"
Tatsuro Taira,HyunSung Park,1,0,7,3,4,0,1,0,win,Tatsuro Taira,Flyweight,SUB Neck Crank,2,1:06,"Las Vegas, Nevada, USA"
Chris Duncan,Mateusz Rebecki,0,0,92,114,0,2,0,0,win,Chris Duncan,Lightweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Esteban Ribovics,Elves Brener,0,0,122,118,0,0,0,0,win,Esteban Ribovics,Lightweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Karol Rosa,Nora Cornolle,0,0,33,27,2,0,2,0,win,Karol Rosa,Women's Bantamweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Neil Magny,Elizeu Zaleski dos Santos,0,0,42,20,2,1,0,0,win,Neil Magny,Welterweight,KO/TKO Punches,2,4:39,"Las Vegas, Nevada, USA"
Kevin Vallejos,Danny Silva,0,0,90,69,2,1,0,0,win,Kevin Vallejos,Featherweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Rinya Nakamura,Nathan Fletcher,1,0,12,3,0,0,0,0,win,Rinya Nakamura,Bantamweight,KO/TKO Kick,1,1:02,"Las Vegas, Nevada, USA"
Rodolfo Vieira,Tresean Gore,0,0,89,41,1,0,0,0,win,Rodolfo Vieira,Middleweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Andrey Pulyaev,Nick Klein,1,0,23,10,0,4,0,1,win,Andrey Pulyaev,Middleweight,KO/TKO Kick,2,1:31,"Las Vegas, Nevada, USA"
Austin Bashi,John Yannis,0,0,2,0,1,0,1,0,win,Austin Bashi,Featherweight,SUB Rear Naked Choke,1,3:39,"Las Vegas, Nevada, USA"
Rafael Estevam,Felipe Bunes,0,0,33,26,5,0,0,2,win,Rafael Estevam,Flyweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Piera Rodriguez,Ketlen Souza,0,0,64,56,7,0,0,0,win,Piera Rodriguez,Women's Strawweight,S-DEC,3,5:00,"Las Vegas, Nevada, USA"
Reinier de Ridder,Robert Whittaker,0,1,67,66,2,0,0,0,win,Reinier de Ridder,Middleweight,S-DEC,5,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Petr Yan,Marcus McGhee,0,0,81,64,1,0,0,0,win,Petr Yan,Bantamweight,U-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Shara Magomedov,Marc-Andre Barriault,0,0,93,39,0,2,0,0,win,Shara Magomedov,Middleweight,U-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Asu Almabayev,Jose Ochoa,0,0,22,26,7,1,2,2,win,Asu Almabayev,Flyweight,U-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Bogdan Guskov,Nikita Krylov,1,0,23,16,0,0,0,0,win,Bogdan Guskov,Light Heavyweight,KO/TKO Punches,1,4:18,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Bryce Mitchell,Said Nurmagomedov,0,1,13,20,3,0,0,1,win,Bryce Mitchell,Bantamweight,U-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Muslim Salikhov,Carlos Leal,1,0,3,5,0,0,0,0,win,Muslim Salikhov,Welterweight,KO/TKO Punch,1,0:42,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Davey Grant,Da'Mon Blackshear,0,0,66,33,0,1,0,1,win,Davey Grant,Bantamweight,U-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Tabatha Ricci,Amanda Ribas,0,0,34,30,1,1,0,0,win,Tabatha Ricci,Women's Strawweight,KO/TKO Elbow,2,2:59,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Billy Elekana,Ibo Aslan,0,0,35,28,0,0,0,0,win,Billy Elekana,Light Heavyweight,U-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Steven Nguyen,Mohammad Yahya,6,0,92,57,0,0,0,0,win,Steven Nguyen,Featherweight,KO/TKO,2,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Martin Buday,Marcus Buchecha,0,0,41,24,0,1,0,0,win,Martin Buday,Heavyweight,U-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Max Holloway,Dustin Poirier,1,1,198,109,0,0,0,1,win,Max Holloway,Lightweight,U-DEC,5,5:00,"New Orleans, Louisiana, USA"
Paulo Costa,Roman Kopylov,1,0,99,48,0,0,0,0,win,Paulo Costa,Middleweight,U-DEC,3,5:00,"New Orleans, Louisiana, USA"
Daniel Rodriguez,Kevin Holland,2,1,77,82,0,1,0,0,win,Daniel Rodriguez,Welterweight,U-DEC,3,5:00,"New Orleans, Louisiana, USA"
Patricio Freire,Dan Ige,0,0,55,47,5,0,0,0,win,Patricio Freire,Featherweight,U-DEC,3,5:00,"New Orleans, Louisiana, USA"
Michael Johnson,Daniel Zellhuber,1,0,80,52,0,0,0,0,win,Michael Johnson,Lightweight,U-DEC,3,5:00,"New Orleans, Louisiana, USA"
Vinicius Oliveira,Kyler Phillips,1,0,96,49,1,0,0,0,win,Vinicius Oliveira,Bantamweight,U-DEC,3,5:00,"New Orleans, Louisiana, USA"
Brendan Allen,Marvin Vettori,0,0,111,109,3,0,0,0,win,Brendan Allen,Middleweight,U-DEC,3,5:00,"New Orleans, Louisiana, USA"
Nikolay Veretennikov,Francisco Prado,0,0,56,47,2,3,0,1,win,Nikolay Veretennikov,Welterweight,S-DEC,3,5:00,"New Orleans, Louisiana, USA"
Ateba Gautier,Robert Valentin,1,0,19,2,0,0,0,0,win,Ateba Gautier,Middleweight,KO/TKO Punch,1,1:10,"New Orleans, Louisiana, USA"
Islam Dulatov,Adam Fugitt,1,0,21,14,0,0,0,0,win,Islam Dulatov,Welterweight,KO/TKO Punch,1,4:06,"New Orleans, Louisiana, USA"
Jimmy Crute,Marcin Prachnio,0,0,5,21,3,0,2,0,win,Jimmy Crute,Light Heavyweight,SUB Armbar,1,4:42,"New Orleans, Louisiana, USA"
Ryan Spann,Lukasz Brzeski,0,0,8,5,1,0,2,0,win,Ryan Spann,Heavyweight,SUB Guillotine Choke,1,2:47,"New Orleans, Louisiana, USA"
Brunno Ferreira,Jackson McVey,0,0,7,4,1,0,1,0,win,Brunno Ferreira,Middleweight,SUB Armbar,1,3:35,"New Orleans, Louisiana, USA"
Carli Judice,Nicolle Caliari,1,0,109,32,0,1,0,0,win,Carli Judice,Women's Flyweight,KO/TKO Knee,3,1:30,"New Orleans, Louisiana, USA"
Derrick Lewis,Tallison Teixeira,1,0,9,3,0,0,0,0,win,Derrick Lewis,Heavyweight,KO/TKO Punches,1,0:35,"Nashville, Tennessee, USA"
Gabriel Bonfim,Stephen Thompson,0,0,40,42,5,0,0,0,win,Gabriel Bonfim,Welterweight,S-DEC,3,5:00,"Nashville, Tennessee, USA"
Steve Garcia,Calvin Kattar,1,0,85,26,0,0,0,0,win,Steve Garcia,Featherweight,U-DEC,3,5:00,"Nashville, Tennessee, USA"
Morgan Charriere,Nate Landwehr,1,0,67,63,2,0,0,0,win,Morgan Charriere,Featherweight,KO/TKO Punch,3,0:27,"Nashville, Tennessee, USA"
Vitor Petrino,Austen Lane,0,0,3,3,1,0,2,0,win,Vitor Petrino,Heavyweight,SUB Rear Naked Choke,1,4:16,"Nashville, Tennessee, USA"
Tuco Tokkos,Junior Tafa,0,0,11,24,5,0,1,0,win,Tuco Tokkos,Light Heavyweight,SUB Arm Triangle,2,4:25,"Nashville, Tennessee, USA"
Chris Curtis,Max Griffin,0,0,64,59,0,0,0,0,win,Chris Curtis,Welterweight,S-DEC,3,5:00,"Nashville, Tennessee, USA"
Jake Matthews,Chidi Njokuani,0,0,3,5,1,0,1,0,win,Jake Matthews,Welterweight,SUB Rear Naked Choke,1,1:09,"Nashville, Tennessee, USA"
Eduarda Moura,Lauren Murphy,0,0,64,38,2,2,0,2,win,Eduarda Moura,Women's Flyweight,U-DEC,3,5:00,"Nashville, Tennessee, USA"
Valter Walker,Kennedy Nzechukwu,0,0,4,0,1,0,1,0,win,Valter Walker,Heavyweight,SUB Heel Hook,1,0:54,"Nashville, Tennessee, USA"
Mike Davis,Mitch Ramirez,1,0,47,51,1,0,2,0,win,Mike Davis,Lightweight,KO/TKO Punches,2,4:08,"Nashville, Tennessee, USA"
Fatima Kline,Melissa Martinez,1,0,92,44,0,0,0,0,win,Fatima Kline,Women's Strawweight,KO/TKO Kick,3,2:36,"Nashville, Tennessee, USA"
Ilia Topuria,Charles Oliveira,1,0,21,9,0,0,0,0,win,Ilia Topuria,Lightweight,KO/TKO Punch,1,2:27,"Las Vegas, Nevada, USA"
Alexandre Pantoja,Kai Kara-France,0,0,42,38,3,0,2,0,win,Alexandre Pantoja,Flyweight,SUB Rear Naked Choke,3,1:55,"Las Vegas, Nevada, USA"
Joshua Van,Brandon Royval,1,0,204,215,0,0,0,0,win,Joshua Van,Flyweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Beneil Dariush,Renato Moicano,0,1,56,31,5,0,0,0,win,Beneil Dariush,Lightweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Payton Talbott,Felipe Lima,0,0,59,26,0,3,0,0,win,Payton Talbott,Bantamweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Gregory Rodrigues,Jack Hermansson,1,0,18,30,0,0,0,0,win,Gregory Rodrigues,Middleweight,KO/TKO Punch,1,4:21,"Las Vegas, Nevada, USA"
Jose Delgado,Hyder Amil,1,0,9,3,0,0,0,0,win,Jose Delgado,Featherweight,KO/TKO Knee,1,0:26,"Las Vegas, Nevada, USA"
Tracy Cortez,Viviane Araujo,0,0,65,22,3,0,1,0,win,Tracy Cortez,Women's Flyweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Terrance McKinney,Viacheslav Borshchev,0,0,1,2,1,0,2,0,win,Terrance McKinney,Lightweight,SUB Guillotine Choke,1,0:55,"Las Vegas, Nevada, USA"
Jacobe Smith,Niko Price,0,0,46,34,2,0,1,0,win,Jacobe Smith,Welterweight,SUB Rear Naked Choke,2,4:03,"Las Vegas, Nevada, USA"
Jhonata Diniz,Alvin Hines,0,0,112,82,0,1,0,0,win,Jhonata Diniz,Heavyweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Khalil Rountree Jr.,Jamahal Hill,1,0,102,69,0,0,0,0,win,Khalil Rountree Jr.,Light Heavyweight,U-DEC,5,5:00,"Baku, Azerbaijan"
Rafael Fiziev,Ignacio Bahamondes,0,0,62,50,4,0,0,0,win,Rafael Fiziev,Lightweight,U-DEC,3,5:00,"Baku, Azerbaijan"
Curtis Blaydes,Rizvan Kuniev,0,0,56,45,2,0,0,0,win,Curtis Blaydes,Heavyweight,S-DEC,3,5:00,"Baku, Azerbaijan"
Myktybek Orolbai,Tofiq Musayev,0,0,2,2,3,0,1,0,win,Myktybek Orolbai,Catch Weight,SUB Kimura,1,4:35,"Baku, Azerbaijan"
Nazim Sadykhov,Nikolas Motta,1,1,93,66,0,0,0,0,win,Nazim Sadykhov,Lightweight,KO/TKO Punches,2,4:17,"Baku, Azerbaijan"
Muhammad Naimov,Bogdan Grad,0,0,18,31,1,3,1,0,win,Muhammad Naimov,Featherweight,U-DEC,3,5:00,"Baku, Azerbaijan"
Seokhyeon Ko,Oban Elliott,0,0,33,10,6,0,1,0,win,Seokhyeon Ko,Welterweight,U-DEC,3,5:00,"Baku, Azerbaijan"
JunYong Park,Ismail Naurdiev,0,0,45,76,2,1,1,0,win,JunYong Park,Middleweight,U-DEC,3,5:00,"Baku, Azerbaijan"
Daria Zhelezniakova,Melissa Mullins,0,0,99,64,0,3,0,0,win,Daria Zhelezniakova,Women's Bantamweight,U-DEC,3,5:00,"Baku, Azerbaijan"
Klaudia Sygula,Irina Alekseeva,0,0,101,63,1,0,0,0,win,Klaudia Sygula,Women's Bantamweight,U-DEC,3,5:00,"Baku, Azerbaijan"
Tagir Ulanbekov,Azat Maksum,0,0,68,62,0,3,1,0,win,Tagir Ulanbekov,Flyweight,U-DEC,3,5:00,"Baku, Azerbaijan"
Mohammed Usman,Hamdy Abdelwahab,0,0,86,55,0,0,0,0,win,Mohammed Usman,Heavyweight,U-DEC,3,5:00,"Baku, Azerbaijan"
Kamaru Usman,Joaquin Buckley,0,0,41,44,4,0,0,0,win,Kamaru Usman,Welterweight,U-DEC,5,5:00,"Atlanta, Georgia, USA"
Rose Namajunas,Miranda Maverick,1,0,25,25,2,0,0,1,win,Rose Namajunas,Women's Flyweight,U-DEC,3,5:00,"Atlanta, Georgia, USA"
Edmen Shahbazyan,Andre Petroski,1,0,53,34,0,2,0,0,win,Edmen Shahbazyan,Middleweight,U-DEC,3,5:00,"Atlanta, Georgia, USA"
Raoni Barcelos,Cody Garbrandt,0,0,37,28,1,0,0,0,win,Raoni Barcelos,Bantamweight,U-DEC,3,5:00,"Atlanta, Georgia, USA"
Mansur Abdul-Malik,Cody Brundage,0,0,25,30,0,0,0,0,"draw


draw",Cody Brundage,Middleweight,Overturned,3,0:36,"Atlanta, Georgia, USA"
Alonzo Menifield,Oumar Sy,0,0,29,34,0,1,0,0,win,Alonzo Menifield,Light Heavyweight,U-DEC,3,5:00,"Atlanta, Georgia, USA"
Paul Craig,Rodolfo Bellato,0,0,17,10,0,1,0,0,nc,-,Light Heavyweight,CNC,1,4:59,"Atlanta, Georgia, USA"
Michael Chiesa,Court McGee,0,0,72,39,0,0,0,0,win,Michael Chiesa,Welterweight,U-DEC,3,5:00,"Atlanta, Georgia, USA"
Malcolm Wellmaker,Kris Moutinho,1,0,25,6,0,0,0,0,win,Malcolm Wellmaker,Bantamweight,KO/TKO Punch,1,2:37,"Atlanta, Georgia, USA"
Jose Ochoa,Cody Durden,1,0,30,9,0,2,0,0,win,Jose Ochoa,Flyweight,KO/TKO Punch,2,0:11,"Atlanta, Georgia, USA"
Ricky Simon,Cameron Smotherman,0,0,34,29,3,0,0,0,win,Ricky Simon,Bantamweight,U-DEC,3,5:00,"Atlanta, Georgia, USA"
Phil Rowe,Ange Loosa,1,1,85,65,0,3,0,0,win,Phil Rowe,Welterweight,KO/TKO Punches,3,4:03,"Atlanta, Georgia, USA"
Jamey-Lyn Horth,Vanessa Demopoulos,0,0,101,36,2,0,0,0,win,Jamey-Lyn Horth,Women's Flyweight,U-DEC,3,5:00,"Atlanta, Georgia, USA"
Merab Dvalishvili,Sean O'Malley,0,0,52,31,5,0,1,0,win,Merab Dvalishvili,Bantamweight,SUB Guillotine Choke,3,4:42,"Newark, New Jersey, USA"
Kayla Harrison,Julianna Pena,0,0,30,9,2,0,1,0,win,Kayla Harrison,Women's Bantamweight,SUB Kimura,2,4:55,"Newark, New Jersey, USA"
Joe Pyfer,Kelvin Gastelum,2,0,57,33,1,0,0,0,win,Joe Pyfer,Middleweight,U-DEC,3,5:00,"Newark, New Jersey, USA"
Mario Bautista,Patchy Mix,0,0,173,122,0,0,0,0,win,Mario Bautista,Bantamweight,U-DEC,3,5:00,"Newark, New Jersey, USA"
Kevin Holland,Vicente Luque,0,0,40,24,1,0,1,0,win,Kevin Holland,Welterweight,SUB Anaconda Choke,2,1:03,"Newark, New Jersey, USA"
Joshua Van,Bruno Silva,3,0,125,76,0,1,0,0,win,Joshua Van,Flyweight,KO/TKO Punches,3,4:01,"Newark, New Jersey, USA"
Azamat Murzakanov,Brendson Ribeiro,1,0,27,8,0,0,0,0,win,Azamat Murzakanov,Light Heavyweight,KO/TKO Punches,1,3:25,"Newark, New Jersey, USA"
Waldo Cortes Acosta,Serghei Spivac,0,0,110,48,0,2,0,0,win,Waldo Cortes Acosta,Heavyweight,U-DEC,3,5:00,"Newark, New Jersey, USA"
Andreas Gustafsson,Khaos Williams,0,0,98,39,8,0,0,0,win,Andreas Gustafsson,Welterweight,U-DEC,3,5:00,"Newark, New Jersey, USA"
Wang Cong,Ariane da Silva,1,0,143,63,0,0,0,0,win,Wang Cong,Women's Flyweight,U-DEC,3,5:00,"Newark, New Jersey, USA"
JooSang Yoo,Jeka Saragih,1,0,6,2,0,0,0,0,win,JooSang Yoo,Featherweight,KO/TKO Punch,1,0:28,"Newark, New Jersey, USA"
Quillan Salkilld,Yanal Ashmouz,0,0,79,41,8,0,0,0,win,Quillan Salkilld,Lightweight,U-DEC,3,5:00,"Newark, New Jersey, USA"
MarQuel Mederos,Mark Choinski,1,0,110,58,0,2,0,0,win,MarQuel Mederos,Lightweight,U-DEC,3,5:00,"Newark, New Jersey, USA"
Mateusz Gamrot,Ludovit Klein,0,0,65,24,6,0,0,0,win,Mateusz Gamrot,Lightweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Ramiz Brahimaj,Billy Ray Goff,0,0,1,1,2,0,1,0,win,Ramiz Brahimaj,Welterweight,SUB Guillotine Choke,1,3:16,"Las Vegas, Nevada, USA"
Dustin Jacoby,Bruno Lopes,1,0,17,3,0,0,0,0,win,Dustin Jacoby,Light Heavyweight,KO/TKO Punch,1,1:50,"Las Vegas, Nevada, USA"
Ketlen Vieira,Macy Chiasson,0,0,28,22,0,0,0,0,win,Ketlen Vieira,Women's Featherweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Zach Reese,Dusko Todorovic,0,0,50,35,2,4,0,1,win,Zach Reese,Middleweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Allan Nascimento,Jafel Filho,0,0,12,14,1,4,1,1,win,Allan Nascimento,Flyweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Jordan Leavitt,Kurt Holobaugh,0,0,1,0,3,0,1,0,win,Jordan Leavitt,Lightweight,SUB Anaconda Choke,1,1:39,"Las Vegas, Nevada, USA"
Bolaji Oki,Michael Aswell Jr.,0,0,136,118,0,0,0,0,win,Bolaji Oki,Lightweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Alice Ardelean,Rayanne dos Santos,0,0,154,78,1,1,0,0,win,Alice Ardelean,Women's Strawweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Michael Morales,Gilbert Burns,2,0,33,5,0,1,0,0,win,Michael Morales,Welterweight,KO/TKO Punches,1,3:39,"Las Vegas, Nevada, USA"
Mairon Santos,Sodiq Yusuff,0,0,40,36,0,1,0,0,win,Mairon Santos,Lightweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Nursulton Ruziboev,Dustin Stoltzfus,0,0,35,21,1,2,0,2,win,Nursulton Ruziboev,Middleweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Melquizael Costa,Julian Erosa,0,0,102,69,2,3,1,0,win,Melquizael Costa,Featherweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Gabe Green,Matheus Camilo,0,0,12,13,0,2,1,1,win,Gabe Green,Lightweight,SUB Rear Naked Choke,2,3:43,"Las Vegas, Nevada, USA"
Jared Gordon,Thiago Moises,1,0,7,5,1,0,0,0,win,Jared Gordon,Lightweight,KO/TKO Punch,1,3:37,"Las Vegas, Nevada, USA"
Yadier del Valle,Connor Matthews,0,0,9,3,1,0,1,0,win,Yadier del Valle,Featherweight,SUB Rear Naked Choke,1,2:54,"Las Vegas, Nevada, USA"
Luana Santos,Tainara Lisboa,0,0,15,6,2,0,1,0,win,Luana Santos,Women's Bantamweight,SUB Keylock,2,4:59,"Las Vegas, Nevada, USA"
Denise Gomes,Elise Reed,1,0,28,11,3,0,0,0,win,Denise Gomes,Women's Strawweight,KO/TKO Punches,2,0:30,"Las Vegas, Nevada, USA"
HyunSung Park,Carlos Hernandez,0,0,14,4,1,0,1,0,win,HyunSung Park,Flyweight,SUB Rear Naked Choke,1,2:26,"Las Vegas, Nevada, USA"
Tecia Pennington,Luana Pinheiro,0,0,63,40,0,5,0,0,win,Tecia Pennington,Women's Strawweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Jack Della Maddalena,Belal Muhammad,0,0,178,132,0,3,0,0,win,Jack Della Maddalena,Welterweight,U-DEC,5,5:00,"Montreal, Quebec, Canada"
Valentina Shevchenko,Manon Fiorot,1,0,72,71,2,1,0,0,win,Valentina Shevchenko,Women's Flyweight,U-DEC,5,5:00,"Montreal, Quebec, Canada"
Aiemann Zahabi,Jose Aldo,0,1,99,68,0,0,0,0,win,Aiemann Zahabi,Featherweight,U-DEC,3,5:00,"Montreal, Quebec, Canada"
Natalia Silva,Alexa Grasso,0,0,65,45,0,0,0,0,win,Natalia Silva,Women's Flyweight,U-DEC,3,5:00,"Montreal, Quebec, Canada"
Benoit Saint Denis,Kyle Prepolec,0,0,54,12,3,0,2,0,win,Benoit Saint Denis,Lightweight,SUB Arm Triangle,2,2:35,"Montreal, Quebec, Canada"
Mike Malott,Charles Radtke,1,0,36,10,0,0,0,0,win,Mike Malott,Welterweight,KO/TKO Punch,2,0:26,"Montreal, Quebec, Canada"
Jasmine Jasudavicius,Jessica Andrade,0,0,11,4,1,0,1,0,win,Jasmine Jasudavicius,Women's Flyweight,SUB Rear Naked Choke,1,2:40,"Montreal, Quebec, Canada"
Modestas Bukauskas,Ion Cutelaba,0,0,44,58,0,0,0,0,win,Modestas Bukauskas,Light Heavyweight,S-DEC,3,5:00,"Montreal, Quebec, Canada"
Navajo Stirling,Ivan Erslan,1,0,110,36,3,0,0,0,win,Navajo Stirling,Light Heavyweight,U-DEC,3,5:00,"Montreal, Quebec, Canada"
Marc-Andre Barriault,Bruno Silva,1,0,14,6,0,0,0,0,win,Marc-Andre Barriault,Middleweight,KO/TKO Elbows,1,1:27,"Montreal, Quebec, Canada"
Daniel Santos,JeongYeong Lee,0,0,90,68,6,0,0,0,win,Daniel Santos,Featherweight,U-DEC,3,5:00,"Montreal, Quebec, Canada"
Bekzat Almakhan,Brad Katona,1,0,8,1,0,0,0,0,win,Bekzat Almakhan,Bantamweight,KO/TKO Punch,1,1:04,"Montreal, Quebec, Canada"
Cory Sandhagen,Deiveson Figueiredo,0,0,54,6,2,2,0,0,win,Cory Sandhagen,Bantamweight,KO/TKO,2,4:08,"Des Moines, Iowa, USA"
Reinier de Ridder,Bo Nickal,1,0,22,8,0,1,0,0,win,Reinier de Ridder,Middleweight,KO/TKO Knee,2,1:53,"Des Moines, Iowa, USA"
Daniel Rodriguez,Santiago Ponzinibbio,1,0,66,49,0,1,0,0,win,Daniel Rodriguez,Welterweight,KO/TKO Punch,3,1:12,"Des Moines, Iowa, USA"
Montel Jackson,Daniel Marcos,0,0,30,17,2,3,1,0,win,Montel Jackson,Bantamweight,U-DEC,3,5:00,"Des Moines, Iowa, USA"
Serhiy Sidey,Cameron Smotherman,0,0,55,58,5,0,1,0,win,Serhiy Sidey,Bantamweight,U-DEC,3,5:00,"Des Moines, Iowa, USA"
Mason Jones,Jeremy Stephens,0,0,81,42,8,0,0,0,win,Mason Jones,Lightweight,U-DEC,3,5:00,"Des Moines, Iowa, USA"
Yana Santos,Miesha Tate,0,0,66,40,0,1,0,0,win,Yana Santos,Women's Bantamweight,U-DEC,3,5:00,"Des Moines, Iowa, USA"
Azamat Bekoev,Ryan Loder,2,0,23,13,0,0,0,0,win,Azamat Bekoev,Middleweight,KO/TKO Punch,1,2:44,"Des Moines, Iowa, USA"
Gillian Robertson,Marina Rodriguez,0,0,16,4,2,0,0,1,win,Gillian Robertson,Women's Strawweight,KO/TKO Punches,2,2:07,"Des Moines, Iowa, USA"
Quang Le,Gaston Bolanos,0,0,10,5,4,0,1,0,win,Quang Le,Bantamweight,SUB Rear Naked Choke,2,1:54,"Des Moines, Iowa, USA"
Thomas Petersen,Don'Tale Mayes,0,0,28,3,9,0,1,0,win,Thomas Petersen,Heavyweight,U-DEC,3,5:00,"Des Moines, Iowa, USA"
Juliana Miller,Ivana Petrovic,0,0,22,25,3,1,0,0,win,Juliana Miller,Women's Flyweight,U-DEC,3,5:00,"Des Moines, Iowa, USA"
Ian Machado Garry,Carlos Prates,0,0,126,63,4,0,0,0,win,Ian Machado Garry,Welterweight,U-DEC,5,5:00,"Kansas City, Missouri, USA"
Zhang Mingyang,Anthony Smith,0,0,63,10,0,0,0,0,win,Zhang Mingyang,Light Heavyweight,KO/TKO Elbows,1,4:03,"Kansas City, Missouri, USA"
David Onama,Giga Chikadze,0,0,49,43,3,0,0,0,win,David Onama,Featherweight,U-DEC,3,5:00,"Kansas City, Missouri, USA"
Abus Magomedov,Michel Pereira,0,0,78,73,1,0,0,0,win,Abus Magomedov,Middleweight,U-DEC,3,5:00,"Kansas City, Missouri, USA"
Randy Brown,Nicolas Dalby,1,1,54,26,0,0,0,0,win,Randy Brown,Welterweight,KO/TKO Punch,2,1:39,"Kansas City, Missouri, USA"
Ikram Aliskerov,Andre Muniz,1,0,44,16,0,0,0,0,win,Ikram Aliskerov,Middleweight,KO/TKO Punches,1,4:54,"Kansas City, Missouri, USA"
Matt Schnell,Jimmy Flick,0,0,35,12,0,5,3,1,win,Matt Schnell,Flyweight,U-DEC,3,5:00,"Kansas City, Missouri, USA"
Evan Elder,Gauge Young,0,0,115,81,0,0,0,0,win,Evan Elder,Lightweight,U-DEC,3,5:00,"Kansas City, Missouri, USA"
Chris Gutierrez,John Castaneda,1,0,46,41,0,1,0,0,win,Chris Gutierrez,Featherweight,S-DEC,3,5:00,"Kansas City, Missouri, USA"
Da'Mon Blackshear,Alatengheili,0,0,125,61,0,0,0,0,win,Da'Mon Blackshear,Bantamweight,U-DEC,3,5:00,"Kansas City, Missouri, USA"
Malcolm Wellmaker,Cameron Saaiman,1,0,6,9,0,0,0,0,win,Malcolm Wellmaker,Bantamweight,KO/TKO Punch,1,1:59,"Kansas City, Missouri, USA"
Jaqueline Amorim,Polyana Viana,0,0,6,0,2,0,1,0,win,Jaqueline Amorim,Women's Strawweight,SUB Rear Naked Choke,2,1:49,"Kansas City, Missouri, USA"
Timmy Cuamba,Roberto Romero,1,0,33,35,1,0,0,0,win,Timmy Cuamba,Featherweight,KO/TKO Flying Knee,2,3:55,"Kansas City, Missouri, USA"
Joselyne Edwards,Chelsea Chandler,0,0,30,10,1,0,0,0,win,Joselyne Edwards,Women's Bantamweight,KO/TKO Punches,1,2:31,"Kansas City, Missouri, USA"
Alexander Volkanovski,Diego Lopes,0,1,158,63,1,0,0,0,win,Alexander Volkanovski,Featherweight,U-DEC,5,5:00,"Miami, Florida, USA"
Paddy Pimblett,Michael Chandler,0,0,80,11,1,4,0,0,win,Paddy Pimblett,Lightweight,KO/TKO Elbows,3,3:07,"Miami, Florida, USA"
Yair Rodriguez,Patricio Freire,1,0,70,17,1,1,0,1,win,Yair Rodriguez,Featherweight,U-DEC,3,5:00,"Miami, Florida, USA"
Jean Silva,Bryce Mitchell,1,0,27,36,0,1,3,0,win,Jean Silva,Featherweight,SUB Guillotine Choke,2,3:52,"Miami, Florida, USA"
Dominick Reyes,Nikita Krylov,1,0,8,4,0,0,0,0,win,Dominick Reyes,Light Heavyweight,KO/TKO Punch,1,2:24,"Miami, Florida, USA"
Dan Ige,Sean Woodson,0,0,44,51,0,0,0,0,win,Dan Ige,Featherweight,KO/TKO Punches,3,1:12,"Miami, Florida, USA"
Virna Jandiroba,Yan Xiaonan,0,0,11,17,3,0,3,0,win,Virna Jandiroba,Women's Strawweight,U-DEC,3,5:00,"Miami, Florida, USA"
